"","player_name","first_name_punc","last_name_punc","first_name_lower","last_name_lower","last_name_suffix","espn_link","espn_number","espn_id","first_season","last_season"
"1221","Bobby Portis","Bobby","Portis","bobby","portis",NA,"3064482/bobby-portis",3064482,"bobby-portis",2016,2019
"1222","Frank Kaminsky","Frank","Kaminsky","frank","kaminsky",NA,"2579294/frank-kaminsky",2579294,"frank-kaminsky",2016,2019
"1223","Stanley Johnson","Stanley","Johnson","stanley","johnson",NA,"3134881/stanley-johnson",3134881,"stanley-johnson",2016,2019
"1224","Duje Dukan","Duje","Dukan","duje","dukan",NA,"2528244/duje-dukan",2528244,"duje-dukan",2016,2016
"1225","Jonathon Simmons","Jonathon","Simmons","jonathon","simmons",NA,"2579466/jonathon-simmons",2579466,"jonathon-simmons",2016,2019
"1226","Josh Richardson","Josh","Richardson","josh","richardson",NA,"2581190/josh-richardson",2581190,"josh-richardson",2016,2019
"1227","Justise Winslow","Justise","Winslow","justise","winslow",NA,"3135047/justise-winslow",3135047,"justise-winslow",2016,2019
"1228","Mario Hezonja","Mario","Hezonja","mario","hezonja",NA,"2995706/mario-hezonja",2995706,"mario-hezonja",2016,2019
"1229","T.J. McConnell","T.J.","McConnell","tj","mcconnell",NA,"2530530/t.j.-mcconnell",2530530,"t.j.-mcconnell",2016,2019
"1230","Trey Lyles","Trey","Lyles","trey","lyles",NA,"3136196/trey-lyles",3136196,"trey-lyles",2016,2019
"1231","Willie Cauley-Stein","Willie","Cauley-Stein","willie","cauley-stein",NA,"2991282/willie-cauley-stein",2991282,"willie-cauley-stein",2016,2019
"1232","Boban Marjanovic","Boban","Marjanovic","boban","marjanovic",NA,"4376/boban-marjanovic",4376,"boban-marjanovic",2016,2019
"1233","Bryce Dejean-Jones","Bryce","Dejean-Jones","bryce","dejean-jones",NA,"2991475/bryce-dejean-jones",2991475,"bryce-dejean-jones",2016,2016
"1234","Jarell Martin","Jarell","Martin","jarell","martin",NA,"3064517/jarell-martin",3064517,"jarell-martin",2016,2019
"1235","Jerian Grant","Jerian","Grant","jerian","grant",NA,"2531047/jerian-grant",2531047,"jerian-grant",2016,2019
"1236","Larry Nance Jr.","Larry","Nance Jr.","larry","nance","jr","2580365/larry-nance-jr.",2580365,"larry-nance-jr.",2016,2019
"1237","Nemanja Bjelica","Nemanja","Bjelica","nemanja","bjelica",NA,"4269/nemanja-bjelica",4269,"nemanja-bjelica",2016,2019
"1238","Norman Powell","Norman","Powell","norman","powell",NA,"2595516/norman-powell",2595516,"norman-powell",2016,2019
"1239","Raul Neto","Raul","Neto","raul","neto",NA,"2968361/raul-neto",2968361,"raul-neto",2016,2019
"1240","Richaun Holmes","Richaun","Holmes","richaun","holmes",NA,"2993370/richaun-holmes",2993370,"richaun-holmes",2016,2019
"1241","Rondae Hollis-Jefferson","Rondae","Hollis-Jefferson","rondae","hollis-jefferson",NA,"3064291/rondae-hollis-jefferson",3064291,"rondae-hollis-jefferson",2016,2019
"1242","Xavier Munford","Xavier","Munford","xavier","munford",NA,"2983512/xavier-munford",2983512,"xavier-munford",2016,2018
"1243","Anthony Brown","Anthony","Brown","anthony","brown",NA,"2531362/anthony-brown",2531362,"anthony-brown",2016,2018
"1244","Briante Weber","Briante","Weber","briante","weber",NA,"2595229/briante-weber",2595229,"briante-weber",2016,2018
"1245","Cameron Payne","Cameron","Payne","cameron","payne",NA,"3064230/cameron-payne",3064230,"cameron-payne",2016,2019
"1246","Chris McCullough","Chris","McCullough","chris","mccullough",NA,"3153165/chris-mccullough",3153165,"chris-mccullough",2016,2018
"1247","Darrun Hilliard","Darrun","Hilliard","darrun","hilliard",NA,"2578259/darrun-hilliard",2578259,"darrun-hilliard",2016,2018
"1248","Jordan McRae","Jordan","McRae","jordan","mcrae",NA,"2531797/jordan-mcrae",2531797,"jordan-mcrae",2016,2019
"1249","Marcelo Huertas","Marcelo","Huertas","marcelo","huertas",NA,"2968363/marcelo-huertas",2968363,"marcelo-huertas",2016,2017
"1250","Rakeem Christmas","Rakeem","Christmas","rakeem","christmas",NA,"2596110/rakeem-christmas",2596110,"rakeem-christmas",2016,2017
"1251","Tyus Jones","Tyus","Jones","tyus","jones",NA,"3135046/tyus-jones",3135046,"tyus-jones",2016,2019
"1252","Willie Reed","Willie","Reed","willie","reed",NA,"2326015/willie-reed",2326015,"willie-reed",2016,2018
"1253","Axel Toupane","Axel","Toupane","axel","toupane",NA,"3037805/axel-toupane",3037805,"axel-toupane",2016,2017
"1254","Christian Wood","Christian","Wood","christian","wood",NA,"3058254/christian-wood",3058254,"christian-wood",2016,2019
"1255","Cristiano Felicio","Cristiano","Felicio","cristiano","felicio",NA,"3113587/cristiano-felicio",3113587,"cristiano-felicio",2016,2019
"1256","Delon Wright","Delon","Wright","delon","wright",NA,"3064447/delon-wright",3064447,"delon-wright",2016,2019
"1257","Joe Young","Joe","Young","joe","young",NA,"2528386/joe-young",2528386,"joe-young",2016,2018
"1258","Justin Anderson","Justin","Anderson","justin","anderson",NA,"2982340/justin-anderson",2982340,"justin-anderson",2016,2019
"1259","Kelly Oubre Jr.","Kelly","Oubre Jr.","kelly","oubre","jr","3133603/kelly-oubre-jr.",3133603,"kelly-oubre-jr.",2016,2019
"1260","Montrezl Harrell","Montrezl","Harrell","montrezl","harrell",NA,"2991055/montrezl-harrell",2991055,"montrezl-harrell",2016,2019
"1261","Rashad Vaughn","Rashad","Vaughn","rashad","vaughn",NA,"3137733/rashad-vaughn",3137733,"rashad-vaughn",2016,2018
"1262","Salah Mejri","Salah","Mejri","salah","mejri",NA,"2968458/salah-mejri",2968458,"salah-mejri",2016,2019
"1263","Thanasis Antetokounmpo","Thanasis","Antetokounmpo","thanasis","antetokounmpo",NA,"3102533/thanasis-antetokounmpo",3102533,"thanasis-antetokounmpo",2016,2016
"1264","Alan Williams","Alan","Williams","alan","williams",NA,"2579326/alan-williams",2579326,"alan-williams",2016,2019
"1265","Alex Stepheson","Alex","Stepheson","alex","stepheson",NA,"2232862/alex-stepheson",2232862,"alex-stepheson",2016,2016
"1266","Coty Clarke","Coty","Clarke","coty","clarke",NA,"2991134/coty-clarke",2991134,"coty-clarke",2016,2016
"1267","Edy Tavares","Edy","Tavares","edy","tavares",NA,"3033031/edy-tavares",3033031,"edy-tavares",2016,2017
"1268","Jarell Eddie","Jarell","Eddie","jarell","eddie",NA,"2528803/jarell-eddie",2528803,"jarell-eddie",2016,2018
"1269","Josh Huestis","Josh","Huestis","josh","huestis",NA,"2531364/josh-huestis",2531364,"josh-huestis",2016,2018
"1270","Lamar Patterson","Lamar","Patterson","lamar","patterson",NA,"2488721/lamar-patterson",2488721,"lamar-patterson",2016,2017
"1271","RJ Hunter","RJ","Hunter","rj","hunter",NA,"2983727/rj-hunter",2983727,"rj-hunter",2016,2019
"1272","Tibor Pleiss","Tibor","Pleiss","tibor","pleiss",NA,"4284/tibor-pleiss",4284,"tibor-pleiss",2016,2016
"1273","Aaron Harrison","Aaron","Harrison","aaron","harrison",NA,"3064510/aaron-harrison",3064510,"aaron-harrison",2016,2018
"1274","Branden Dawson","Branden","Dawson","branden","dawson",NA,"2595211/branden-dawson",2595211,"branden-dawson",2016,2016
"1275","Cliff Alexander","Cliff","Alexander","cliff","alexander",NA,"3133600/cliff-alexander",3133600,"cliff-alexander",2016,2016
"1276","Damien Inglis","Damien","Inglis","damien","inglis",NA,"3102534/damien-inglis",3102534,"damien-inglis",2016,2016
"1277","J.J. O'Brien","J.J.","O'Brien","jj","obrien",NA,"2528374/j.j.-o'brien",2528374,"j.j.-o'brien",2016,2016
"1278","Jordan Mickey","Jordan","Mickey","jordan","mickey",NA,"3064520/jordan-mickey",3064520,"jordan-mickey",2016,2018
"1279","Keith Appling","Keith","Appling","keith","appling",NA,"2531097/keith-appling",2531097,"keith-appling",2016,2016
"1280","Kevon Looney","Kevon","Looney","kevon","looney",NA,"3155535/kevon-looney",3155535,"kevon-looney",2016,2019
"1281","Luis Montero","Luis","Montero","luis","montero",NA,"3911666/luis-montero",3911666,"luis-montero",2016,2018
"1282","Pat Connaughton","Pat","Connaughton","pat","connaughton",NA,"2578239/pat-connaughton",2578239,"pat-connaughton",2016,2019
"1283","Sam Dekker","Sam","Dekker","sam","dekker",NA,"2991184/sam-dekker",2991184,"sam-dekker",2016,2019
"1284","Sasha Kaun","Sasha","Kaun","sasha","kaun",NA,"3443/sasha-kaun",3443,"sasha-kaun",2016,2016
"1285","Terry Rozier","Terry","Rozier","terry","rozier",NA,"3074752/terry-rozier",3074752,"terry-rozier",2016,2019
"1286","Joel Embiid","Joel","Embiid","joel","embiid",NA,"3059318/joel-embiid",3059318,"joel-embiid",2017,2019
"1287","Dario Saric","Dario","Saric","dario","saric",NA,"3032978/dario-saric",3032978,"dario-saric",2017,2019
"1288","Alex Poythress","Alex","Poythress","alex","poythress",NA,"2991283/alex-poythress",2991283,"alex-poythress",2017,2019
"1289","Buddy Hield","Buddy","Hield","buddy","hield",NA,"2990984/buddy-hield",2990984,"buddy-hield",2017,2019
"1290","Jamal Murray","Jamal","Murray","jamal","murray",NA,"3936299/jamal-murray",3936299,"jamal-murray",2017,2019
"1291","Malcolm Brogdon","Malcolm","Brogdon","malcolm","brogdon",NA,"2566769/malcolm-brogdon",2566769,"malcolm-brogdon",2017,2019
"1292","Yogi Ferrell","Yogi","Ferrell","yogi","ferrell",NA,"2991018/yogi-ferrell",2991018,"yogi-ferrell",2017,2019
"1293","Brandon Ingram","Brandon","Ingram","brandon","ingram",NA,"3913176/brandon-ingram",3913176,"brandon-ingram",2017,2019
"1294","Caris LeVert","Caris","LeVert","caris","levert",NA,"2991043/caris-levert",2991043,"caris-levert",2017,2019
"1295","Marquese Chriss","Marquese","Chriss","marquese","chriss",NA,"3907487/marquese-chriss",3907487,"marquese-chriss",2017,2019
"1296","Shawn Long","Shawn","Long","shawn","long",NA,"2581180/shawn-long",2581180,"shawn-long",2017,2017
"1297","Skal Labissiere","Skal","Labissiere","skal","labissiere",NA,"3936296/skal-labissiere",3936296,"skal-labissiere",2017,2019
"1298","Willy Hernangomez","Willy","Hernangomez","willy","hernangomez",NA,"2999409/willy-hernangomez",2999409,"willy-hernangomez",2017,2019
"1299","Isaiah Whitehead","Isaiah","Whitehead","isaiah","whitehead",NA,"3136477/isaiah-whitehead",3136477,"isaiah-whitehead",2017,2018
"1300","Ivica Zubac","Ivica","Zubac","ivica","zubac",NA,"4017837/ivica-zubac",4017837,"ivica-zubac",2017,2019
"1301","Tyler Ulis","Tyler","Ulis","tyler","ulis",NA,"3136194/tyler-ulis",3136194,"tyler-ulis",2017,2019
"1302","Jaylen Brown","Jaylen","Brown","jaylen","brown",NA,"3917376/jaylen-brown",3917376,"jaylen-brown",2017,2019
"1303","Jonathan Gibson","Jonathan","Gibson","jonathan","gibson",NA,"2234666/jonathan-gibson",2234666,"jonathan-gibson",2017,2018
"1304","Mindaugas Kuzminskas","Mindaugas","Kuzminskas","mindaugas","kuzminskas",NA,"3138120/mindaugas-kuzminskas",3138120,"mindaugas-kuzminskas",2017,2018
"1305","Rodney McGruder","Rodney","McGruder","rodney","mcgruder",NA,"2488826/rodney-mcgruder",2488826,"rodney-mcgruder",2017,2019
"1306","Timothe Luwawu-Cabarrot","Timothe","Luwawu-Cabarrot","timothe","luwawu-cabarrot",NA,"3893019/timothe-luwawu-cabarrot",3893019,"timothe-luwawu-cabarrot",2017,2019
"1307","Troy Williams","Troy","Williams","troy","williams",NA,"3078286/troy-williams",3078286,"troy-williams",2017,2019
"1308","Alex Abrines","Alex","Abrines","alex","abrines",NA,"2995702/alex-abrines",2995702,"alex-abrines",2017,2019
"1309","Andrew Harrison","Andrew","Harrison","andrew","harrison",NA,"3064511/andrew-harrison",3064511,"andrew-harrison",2017,2019
"1310","Chasson Randle","Chasson","Randle","chasson","randle",NA,"2580898/chasson-randle",2580898,"chasson-randle",2017,2019
"1311","David Nwaba","David","Nwaba","david","nwaba",NA,"3062744/david-nwaba",3062744,"david-nwaba",2017,2019
"1312","Derrick Jones Jr.","Derrick","Jones Jr.","derrick","jones","jr","3936099/derrick-jones-jr.",3936099,"derrick-jones-jr.",2017,2019
"1313","Domantas Sabonis","Domantas","Sabonis","domantas","sabonis",NA,"3155942/domantas-sabonis",3155942,"domantas-sabonis",2017,2019
"1314","Georgios Papagiannis","Georgios","Papagiannis","georgios","papagiannis",NA,"4017846/georgios-papagiannis",4017846,"georgios-papagiannis",2017,2018
"1315","Malcolm Delaney","Malcolm","Delaney","malcolm","delaney",NA,"2282205/malcolm-delaney",2282205,"malcolm-delaney",2017,2018
"1316","Paul Zipser","Paul","Zipser","paul","zipser",NA,"3893023/paul-zipser",3893023,"paul-zipser",2017,2018
"1317","Quinn Cook","Quinn","Cook","quinn","cook",NA,"2566745/quinn-cook",2566745,"quinn-cook",2017,2019
"1318","Taurean Prince","Taurean","Prince","taurean","prince",NA,"2990962/taurean-prince",2990962,"taurean-prince",2017,2019
"1319","Cheick Diallo","Cheick","Diallo","cheick","diallo",NA,"3919335/cheick-diallo",3919335,"cheick-diallo",2017,2019
"1320","Davis Bertans","Davis","Bertans","davis","bertans",NA,"6426/davis-bertans",6426,"davis-bertans",2017,2019
"1321","Denzel Valentine","Denzel","Valentine","denzel","valentine",NA,"2999549/denzel-valentine",2999549,"denzel-valentine",2017,2018
"1322","Dorian Finney-Smith","Dorian","Finney-Smith","dorian","finney-smith",NA,"2578185/dorian-finney-smith",2578185,"dorian-finney-smith",2017,2019
"1323","Jarrod Uthoff","Jarrod","Uthoff","jarrod","uthoff",NA,"2579293/jarrod-uthoff",2579293,"jarrod-uthoff",2017,2017
"1324","Juan Hernangomez","Juan","Hernangomez","juan","hernangomez",NA,"4017839/juan-hernangomez",4017839,"juan-hernangomez",2017,2019
"1325","Pierre Jackson","Pierre","Jackson","pierre","jackson",NA,"2578204/pierre-jackson",2578204,"pierre-jackson",2017,2017
"1326","Wayne Selden","Wayne","Selden","wayne","selden",NA,"3059316/wayne-selden",3059316,"wayne-selden",2017,2019
"1327","Dejounte Murray","Dejounte","Murray","dejounte","murray",NA,"3907497/dejounte-murray",3907497,"dejounte-murray",2017,2018
"1328","Dragan Bender","Dragan","Bender","dragan","bender",NA,"4011991/dragan-bender",4011991,"dragan-bender",2017,2019
"1329","Gary Payton II","Gary","Payton II","gary","payton","ii","3134903/gary-payton-ii",3134903,"gary-payton-ii",2017,2019
"1330","Henry Ellenson","Henry","Ellenson","henry","ellenson",NA,"3906522/henry-ellenson",3906522,"henry-ellenson",2017,2019
"1331","Jakob Poeltl","Jakob","Poeltl","jakob","poeltl",NA,"3134908/jakob-poeltl",3134908,"jakob-poeltl",2017,2019
"1332","Kay Felder","Kay","Felder","kay","felder",NA,"3062892/kay-felder",3062892,"kay-felder",2017,2018
"1333","Kris Dunn","Kris","Dunn","kris","dunn",NA,"2991139/kris-dunn",2991139,"kris-dunn",2017,2019
"1334","Malachi Richardson","Malachi","Richardson","malachi","richardson",NA,"3934663/malachi-richardson",3934663,"malachi-richardson",2017,2019
"1335","Malik Beasley","Malik","Beasley","malik","beasley",NA,"3907822/malik-beasley",3907822,"malik-beasley",2017,2019
"1336","Maurice Ndour","Maurice","Ndour","maurice","ndour",NA,"3063982/maurice-ndour",3063982,"maurice-ndour",2017,2017
"1337","Nicolas Laprovittola","Nicolas","Laprovittola","nicolas","laprovittola",NA,"2968338/nicolas-laprovittola",2968338,"nicolas-laprovittola",2017,2017
"1338","Pascal Siakam","Pascal","Siakam","pascal","siakam",NA,"3149673/pascal-siakam",3149673,"pascal-siakam",2017,2019
"1339","Patrick McCaw","Patrick","McCaw","patrick","mccaw",NA,"3137730/patrick-mccaw",3137730,"patrick-mccaw",2017,2019
"1340","Ron Baker","Ron","Baker","ron","baker",NA,"2580349/ron-baker",2580349,"ron-baker",2017,2019
"1341","Sheldon Mac","Sheldon","Mac","sheldon","mac",NA,"2594885/sheldon-mac",2594885,"sheldon-mac",2017,2017
"1342","Thon Maker","Thon","Maker","thon","maker",NA,"4017843/thon-maker",4017843,"thon-maker",2017,2019
"1343","Wade Baldwin IV","Wade","Baldwin IV","wade","baldwin","iv","3136696/wade-baldwin-iv",3136696,"wade-baldwin-iv",2017,2019
"1344","AJ Hammons","AJ","Hammons","aj","hammons",NA,"2991178/aj-hammons",2991178,"aj-hammons",2017,2017
"1345","Bryn Forbes","Bryn","Forbes","bryn","forbes",NA,"2994526/bryn-forbes",2994526,"bryn-forbes",2017,2019
"1346","Chinanu Onuaku","Chinanu","Onuaku","chinanu","onuaku",NA,"3147366/chinanu-onuaku",3147366,"chinanu-onuaku",2017,2018
"1347","DeAndre' Bembry","DeAndre'","Bembry","deandre","bembry",NA,"3062667/deandre'-bembry",3062667,"deandre'-bembry",2017,2019
"1348","Fred VanVleet","Fred","VanVleet","fred","vanvleet",NA,"2991230/fred-vanvleet",2991230,"fred-vanvleet",2017,2019
"1349","Jake Layman","Jake","Layman","jake","layman",NA,"2982268/jake-layman",2982268,"jake-layman",2017,2019
"1350","Marcus Georges-Hunt","Marcus","Georges-Hunt","marcus","georges-hunt",NA,"2982261/marcus-georges-hunt",2982261,"marcus-georges-hunt",2017,2018
"1351","Nicolas Brussino","Nicolas","Brussino","nicolas","brussino",NA,"3929314/nicolas-brussino",3929314,"nicolas-brussino",2017,2018
"1352","Okaro White","Okaro","White","okaro","white",NA,"2528473/okaro-white",2528473,"okaro-white",2017,2019
"1353","Semaj Christon","Semaj","Christon","semaj","christon",NA,"2983526/semaj-christon",2983526,"semaj-christon",2017,2017
"1354","Tomas Satoransky","Tomas","Satoransky","tomas","satoransky",NA,"6621/tomas-satoransky",6621,"tomas-satoransky",2017,2019
"1355","Treveon Graham","Treveon","Graham","treveon","graham",NA,"2595231/treveon-graham",2595231,"treveon-graham",2017,2019
"1356","Brice Johnson","Brice","Johnson","brice","johnson",NA,"2982330/brice-johnson",2982330,"brice-johnson",2017,2018
"1357","Damian Jones","Damian","Jones","damian","jones",NA,"3064559/damian-jones",3064559,"damian-jones",2017,2019
"1358","Daniel Ochefu","Daniel","Ochefu","daniel","ochefu",NA,"2991050/daniel-ochefu",2991050,"daniel-ochefu",2017,2017
"1359","Demetrius Jackson","Demetrius","Jackson","demetrius","jackson",NA,"3059273/demetrius-jackson",3059273,"demetrius-jackson",2017,2019
"1360","Deyonta Davis","Deyonta","Davis","deyonta","davis",NA,"3937101/deyonta-davis",3937101,"deyonta-davis",2017,2019
"1361","Diamond Stone","Diamond","Stone","diamond","stone",NA,"3924880/diamond-stone",3924880,"diamond-stone",2017,2017
"1362","Georges Niang","Georges","Niang","georges","niang",NA,"2990969/georges-niang",2990969,"georges-niang",2017,2019
"1363","Isaiah Taylor","Isaiah","Taylor","isaiah","taylor",NA,"3059336/isaiah-taylor",3059336,"isaiah-taylor",2017,2018
"1364","Joel Bolomboy","Joel","Bolomboy","joel","bolomboy",NA,"2983551/joel-bolomboy",2983551,"joel-bolomboy",2017,2018
"1365","Kyle Wiltjer","Kyle","Wiltjer","kyle","wiltjer",NA,"2581029/kyle-wiltjer",2581029,"kyle-wiltjer",2017,2017
"1366","Marshall Plumlee","Marshall","Plumlee","marshall","plumlee",NA,"2566748/marshall-plumlee",2566748,"marshall-plumlee",2017,2018
"1367","Michael Gbinije","Michael","Gbinije","michael","gbinije",NA,"2566747/michael-gbinije",2566747,"michael-gbinije",2017,2017
"1368","Mike Tobey","Mike","Tobey","mike","tobey",NA,"2982337/mike-tobey",2982337,"mike-tobey",2017,2017
"1369","Stephen Zimmerman","Stephen","Zimmerman","stephen","zimmerman",NA,"3936102/stephen-zimmerman",3936102,"stephen-zimmerman",2017,2017
"1370","Tim Quarterman","Tim","Quarterman","tim","quarterman",NA,"4064730/tim-quarterman",4064730,"tim-quarterman",2017,2018
"1371","Ben Bentil","Ben","Bentil","ben","bentil",NA,"3136469/ben-bentil",3136469,"ben-bentil",2017,2017
"1372","Danuel House Jr.","Danuel","House Jr.","danuel","house","jr","2991155/danuel-house-jr.",2991155,"danuel-house-jr.",2017,2019
"1373","Patricio Garino","Patricio","Garino","patricio","garino",NA,"2982506/patricio-garino",2982506,"patricio-garino",2017,2017
"1374","Donovan Mitchell","Donovan","Mitchell","donovan","mitchell",NA,"3908809/donovan-mitchell",3908809,"donovan-mitchell",2018,2019
"1375","Ben Simmons","Ben","Simmons","ben","simmons",NA,"3907387/ben-simmons",3907387,"ben-simmons",2018,2019
"1376","Dennis Smith Jr.","Dennis","Smith Jr.","dennis","smith","jr","4065697/dennis-smith-jr.",4065697,"dennis-smith-jr.",2018,2019
"1377","Kyle Kuzma","Kyle","Kuzma","kyle","kuzma",NA,"3134907/kyle-kuzma",3134907,"kyle-kuzma",2018,2019
"1378","Lauri Markkanen","Lauri","Markkanen","lauri","markkanen",NA,"4066336/lauri-markkanen",4066336,"lauri-markkanen",2018,2019
"1379","Jayson Tatum","Jayson","Tatum","jayson","tatum",NA,"4065648/jayson-tatum",4065648,"jayson-tatum",2018,2019
"1380","Josh Jackson","Josh","Jackson","josh","jackson",NA,"4066297/josh-jackson",4066297,"josh-jackson",2018,2019
"1381","Andre Ingram","Andre","Ingram","andre","ingram",NA,"2141179/andre-ingram",2141179,"andre-ingram",2018,2019
"1382","Bogdan Bogdanovic","Bogdan","Bogdanovic","bogdan","bogdanovic",NA,"3037789/bogdan-bogdanovic",3037789,"bogdan-bogdanovic",2018,2019
"1383","Damion Lee","Damion","Lee","damion","lee",NA,"2595209/damion-lee",2595209,"damion-lee",2018,2019
"1384","De'Aaron Fox","De'Aaron","Fox","deaaron","fox",NA,"4066259/de'aaron-fox",4066259,"de'aaron-fox",2018,2019
"1385","Dillon Brooks","Dillon","Brooks","dillon","brooks",NA,"3155526/dillon-brooks",3155526,"dillon-brooks",2018,2019
"1386","John Collins","John","Collins","john","collins",NA,"3908845/john-collins",3908845,"john-collins",2018,2019
"1387","Johnathan Motley","Johnathan","Motley","johnathan","motley",NA,"3059306/johnathan-motley",3059306,"johnathan-motley",2018,2019
"1388","Lonzo Ball","Lonzo","Ball","lonzo","ball",NA,"4066421/lonzo-ball",4066421,"lonzo-ball",2018,2019
"1389","Milos Teodosic","Milos","Teodosic","milos","teodosic",NA,"4192/milos-teodosic",4192,"milos-teodosic",2018,2019
"1390","Tyrone Wallace","Tyrone","Wallace","tyrone","wallace",NA,"3002137/tyrone-wallace",3002137,"tyrone-wallace",2018,2019
"1391","Aaron Jackson","Aaron","Jackson","aaron","jackson",NA,"2198243/aaron-jackson",2198243,"aaron-jackson",2018,2018
"1392","Antonio Blakeney","Antonio","Blakeney","antonio","blakeney",NA,"3907386/antonio-blakeney",3907386,"antonio-blakeney",2018,2019
"1393","Frank Mason III","Frank","Mason III","frank","mason","iii","3059315/frank-mason-iii",3059315,"frank-mason-iii",2018,2019
"1394","Jarrett Allen","Jarrett","Allen","jarrett","allen",NA,"4066328/jarrett-allen",4066328,"jarrett-allen",2018,2019
"1395","Josh Hart","Josh","Hart","josh","hart",NA,"3062679/josh-hart",3062679,"josh-hart",2018,2019
"1396","Bam Adebayo","Bam","Adebayo","bam","adebayo",NA,"4066261/bam-adebayo",4066261,"bam-adebayo",2018,2019
"1397","Jamil Wilson","Jamil","Wilson","jamil","wilson",NA,"2488977/jamil-wilson",2488977,"jamil-wilson",2018,2018
"1398","Justin Jackson","Justin","Jackson","justin","jackson",NA,"3138156/justin-jackson",3138156,"justin-jackson",2018,2019
"1399","Luke Kennard","Luke","Kennard","luke","kennard",NA,"3913174/luke-kennard",3913174,"luke-kennard",2018,2019
"1400","Luke Kornet","Luke","Kornet","luke","kornet",NA,"3064560/luke-kornet",3064560,"luke-kornet",2018,2019
"1401","Malik Monk","Malik","Monk","malik","monk",NA,"4066262/malik-monk",4066262,"malik-monk",2018,2019
"1402","Markelle Fultz","Markelle","Fultz","markelle","fultz",NA,"4066636/markelle-fultz",4066636,"markelle-fultz",2018,2019
"1403","Shaquille Harrison","Shaquille","Harrison","shaquille","harrison",NA,"2991274/shaquille-harrison",2991274,"shaquille-harrison",2018,2019
"1404","Tyler Dorsey","Tyler","Dorsey","tyler","dorsey",NA,"3915560/tyler-dorsey",3915560,"tyler-dorsey",2018,2019
"1405","Frank Ntilikina","Frank","Ntilikina","frank","ntilikina",NA,"4230547/frank-ntilikina",4230547,"frank-ntilikina",2018,2019
"1406","Ivan Rabb","Ivan","Rabb","ivan","rabb",NA,"3917378/ivan-rabb",3917378,"ivan-rabb",2018,2019
"1407","Jameel Warney","Jameel","Warney","jameel","warney",NA,"2982185/jameel-warney",2982185,"jameel-warney",2018,2018
"1408","Josh Gray","Josh","Gray","josh","gray",NA,"3001308/josh-gray",3001308,"josh-gray",2018,2018
"1409","Kobi Simmons","Kobi","Simmons","kobi","simmons",NA,"4066335/kobi-simmons",4066335,"kobi-simmons",2018,2019
"1410","OG Anunoby","OG","Anunoby","og","anunoby",NA,"3934719/og-anunoby",3934719,"og-anunoby",2018,2019
"1411","Rodney Purvis","Rodney","Purvis","rodney","purvis",NA,"2982332/rodney-purvis",2982332,"rodney-purvis",2018,2018
"1412","Xavier Rathan-Mayes","Xavier","Rathan-Mayes","xavier","rathan-mayes",NA,"3059247/xavier-rathan-mayes",3059247,"xavier-rathan-mayes",2018,2018
"1413","C.J. Williams","C.J.","Williams","cj","williams",NA,"2325499/c.j.-williams",2325499,"c.j.-williams",2018,2019
"1414","Daniel Theis","Daniel","Theis","daniel","theis",NA,"2451037/daniel-theis",2451037,"daniel-theis",2018,2019
"1415","Jamel Artis","Jamel","Artis","jamel","artis",NA,"3059276/jamel-artis",3059276,"jamel-artis",2018,2018
"1416","Jawun Evans","Jawun","Evans","jawun","evans",NA,"3912854/jawun-evans",3912854,"jawun-evans",2018,2019
"1417","Jonathan Isaac","Jonathan","Isaac","jonathan","isaac",NA,"4065654/jonathan-isaac",4065654,"jonathan-isaac",2018,2019
"1418","Maxi Kleber","Maxi","Kleber","maxi","kleber",NA,"2960236/maxi-kleber",2960236,"maxi-kleber",2018,2019
"1419","Myke Henry","Myke","Henry","myke","henry",NA,"2579251/myke-henry",2579251,"myke-henry",2018,2018
"1420","Omari Johnson","Omari","Johnson","omari","johnson",NA,"2284046/omari-johnson",2284046,"omari-johnson",2018,2018
"1421","Royce O'Neale","Royce","O'Neale","royce","oneale",NA,"2583632/royce-o'neale",2583632,"royce-o'neale",2018,2019
"1422","Tyler Cavanaugh","Tyler","Cavanaugh","tyler","cavanaugh",NA,"2982349/tyler-cavanaugh",2982349,"tyler-cavanaugh",2018,2019
"1423","Alec Peters","Alec","Peters","alec","peters",NA,"3062897/alec-peters",3062897,"alec-peters",2018,2018
"1424","Andrew White III","Andrew","White III","andrew","white","iii","2990972/andrew-white-iii",2990972,"andrew-white-iii",2018,2018
"1425","Damyean Dotson","Damyean","Dotson","damyean","dotson",NA,"2991149/damyean-dotson",2991149,"damyean-dotson",2018,2019
"1426","Isaiah Hicks","Isaiah","Hicks","isaiah","hicks",NA,"3074765/isaiah-hicks",3074765,"isaiah-hicks",2018,2019
"1427","Jalen Jones","Jalen","Jones","jalen","jones",NA,"2579476/jalen-jones",2579476,"jalen-jones",2018,2019
"1428","Jaylen Morris","Jaylen","Morris","jaylen","morris",NA,"3952343/jaylen-morris",3952343,"jaylen-morris",2018,2019
"1429","Jordan Bell","Jordan","Bell","jordan","bell",NA,"3064427/jordan-bell",3064427,"jordan-bell",2018,2019
"1430","Khem Birch","Khem","Birch","khem","birch",NA,"2578240/khem-birch",2578240,"khem-birch",2018,2019
"1431","Sterling Brown","Sterling","Brown","sterling","brown",NA,"3057187/sterling-brown",3057187,"sterling-brown",2018,2019
"1432","Torrey Craig","Torrey","Craig","torrey","craig",NA,"2528693/torrey-craig",2528693,"torrey-craig",2018,2019
