"","player_name","first_name_punc","last_name_punc","first_name_lower","last_name_lower","last_name_suffix","espn_link","espn_number","espn_id","first_season","last_season"
"639","Randolph Morris","Randolph","Morris","randolph","morris",NA,"3179/randolph-morris",3179,"randolph-morris",2007,2010
"640","Roger Powell","Roger","Powell","roger","powell",NA,"2887/roger-powell",2887,"roger-powell",2007,2007
"641","Steven Smith","Steven","Smith","steven","smith",NA,"3064/steven-smith",3064,"steven-smith",2007,2007
"642","Will Conroy","Will","Conroy","will","conroy",NA,"2827/will-conroy",2827,"will-conroy",2007,2013
"643","Kevin Durant","Kevin","Durant","kevin","durant",NA,"3202/kevin-durant",3202,"kevin-durant",2008,2019
"644","Al Thornton","Al","Thornton","al","thornton",NA,"3237/al-thornton",3237,"al-thornton",2008,2011
"645","Al Horford","Al","Horford","al","horford",NA,"3213/al-horford",3213,"al-horford",2008,2019
"646","Jeff Green","Jeff","Green","jeff","green",NA,"3209/jeff-green",3209,"jeff-green",2008,2019
"647","Juan Carlos Navarro","Juan","Carlos Navarro","juan","carlos navarro",NA,"1778/juan-carlos-navarro",1778,"juan-carlos-navarro",2008,2008
"648","Luis Scola","Luis","Scola","luis","scola",NA,"1781/luis-scola",1781,"luis-scola",2008,2017
"649","Mike Conley","Mike","Conley","mike","conley",NA,"3195/mike-conley",3195,"mike-conley",2008,2019
"650","Carl Landry","Carl","Landry","carl","landry",NA,"3217/carl-landry",3217,"carl-landry",2008,2016
"651","Daequan Cook","Daequan","Cook","daequan","cook",NA,"3196/daequan-cook",3196,"daequan-cook",2008,2013
"652","Jamario Moon","Jamario","Moon","jamario","moon",NA,"3249/jamario-moon",3249,"jamario-moon",2008,2012
"653","Ramon Sessions","Ramon","Sessions","ramon","sessions",NA,"3231/ramon-sessions",3231,"ramon-sessions",2008,2018
"654","Thaddeus Young","Thaddeus","Young","thaddeus","young",NA,"3244/thaddeus-young",3244,"thaddeus-young",2008,2019
"655","Yi Jianlian","Yi","Jianlian","yi","jianlian",NA,"3214/yi-jianlian",3214,"yi-jianlian",2008,2012
"656","Joakim Noah","Joakim","Noah","joakim","noah",NA,"3224/joakim-noah",3224,"joakim-noah",2008,2019
"657","Kasib Powell","Kasib","Powell","kasib","powell",NA,"2514/kasib-powell",2514,"kasib-powell",2008,2008
"658","Nick Young","Nick","Young","nick","young",NA,"3243/nick-young",3243,"nick-young",2008,2019
"659","Rodney Stuckey","Rodney","Stuckey","rodney","stuckey",NA,"3235/rodney-stuckey",3235,"rodney-stuckey",2008,2017
"660","Wilson Chandler","Wilson","Chandler","wilson","chandler",NA,"3194/wilson-chandler",3194,"wilson-chandler",2008,2019
"661","Aaron Brooks","Aaron","Brooks","aaron","brooks",NA,"3192/aaron-brooks",3192,"aaron-brooks",2008,2018
"662","Blake Ahearn","Blake","Ahearn","blake","ahearn",NA,"3402/blake-ahearn",3402,"blake-ahearn",2008,2012
"663","Corey Brewer","Corey","Brewer","corey","brewer",NA,"3191/corey-brewer",3191,"corey-brewer",2008,2019
"664","Jared Dudley","Jared","Dudley","jared","dudley",NA,"3201/jared-dudley",3201,"jared-dudley",2008,2019
"665","Javaris Crittenton","Javaris","Crittenton","javaris","crittenton",NA,"3197/javaris-crittenton",3197,"javaris-crittenton",2008,2009
"666","Sean Williams","Sean","Williams","sean","williams",NA,"3239/sean-williams",3239,"sean-williams",2008,2012
"667","Stephane Lasme","Stephane","Lasme","stephane","lasme",NA,"3218/stephane-lasme",3218,"stephane-lasme",2008,2008
"668","Thomas Gardner","Thomas","Gardner","thomas","gardner",NA,"3263/thomas-gardner",3263,"thomas-gardner",2008,2009
"669","Aaron Gray","Aaron","Gray","aaron","gray",NA,"3207/aaron-gray",3207,"aaron-gray",2008,2014
"670","Acie Law","Acie","Law","acie","law",NA,"3219/acie-law",3219,"acie-law",2008,2011
"671","Brandan Wright","Brandan","Wright","brandan","wright",NA,"3242/brandan-wright",3242,"brandan-wright",2008,2018
"672","Glen Davis","Glen","Davis","glen","davis",NA,"3200/glen-davis",3200,"glen-davis",2008,2015
"673","Jason Smith","Jason","Smith","jason","smith",NA,"3232/jason-smith",3232,"jason-smith",2008,2019
"674","Julian Wright","Julian","Wright","julian","wright",NA,"3241/julian-wright",3241,"julian-wright",2008,2011
"675","Nick Fazekas","Nick","Fazekas","nick","fazekas",NA,"3203/nick-fazekas",3203,"nick-fazekas",2008,2008
"676","Spencer Hawes","Spencer","Hawes","spencer","hawes",NA,"3211/spencer-hawes",3211,"spencer-hawes",2008,2017
"677","Alando Tucker","Alando","Tucker","alando","tucker",NA,"3238/alando-tucker",3238,"alando-tucker",2008,2010
"678","Arron Afflalo","Arron","Afflalo","arron","afflalo",NA,"3187/arron-afflalo",3187,"arron-afflalo",2008,2018
"679","C.J. Watson","C.J.","Watson","cj","watson",NA,"3277/c.j.-watson",3277,"c.j.-watson",2008,2017
"680","Ian Mahinmi","Ian","Mahinmi","ian","mahinmi",NA,"2774/ian-mahinmi",2774,"ian-mahinmi",2008,2019
"681","Jermareo Davidson","Jermareo","Davidson","jermareo","davidson",NA,"3199/jermareo-davidson",3199,"jermareo-davidson",2008,2009
"682","Joel Anthony","Joel","Anthony","joel","anthony",NA,"3247/joel-anthony",3247,"joel-anthony",2008,2017
"683","Mike Harris","Mike","Harris","mike","harris",NA,"3081/mike-harris",3081,"mike-harris",2008,2014
"684","Oleksiy Pecherov","Oleksiy","Pecherov","oleksiy","pecherov",NA,"3020/oleksiy-pecherov",3020,"oleksiy-pecherov",2008,2010
"685","D.J. Strawberry","D.J.","Strawberry","dj","strawberry",NA,"3234/d.j.-strawberry",3234,"d.j.-strawberry",2008,2008
"686","Darius Washington","Darius","Washington","darius","washington",NA,"3057/darius-washington",3057,"darius-washington",2008,2008
"687","Gabe Pruitt","Gabe","Pruitt","gabe","pruitt",NA,"3227/gabe-pruitt",3227,"gabe-pruitt",2008,2009
"688","Marcin Gortat","Marcin","Gortat","marcin","gortat",NA,"2758/marcin-gortat",2758,"marcin-gortat",2008,2019
"689","Marco Belinelli","Marco","Belinelli","marco","belinelli",NA,"3190/marco-belinelli",3190,"marco-belinelli",2008,2019
"690","Cheikh Samb","Cheikh","Samb","cheikh","samb",NA,"2996/cheikh-samb",2996,"cheikh-samb",2008,2009
"691","Chris Richard","Chris","Richard","chris","richard",NA,"3229/chris-richard",3229,"chris-richard",2008,2010
"692","Coby Karl","Coby","Karl","coby","karl",NA,"3251/coby-karl",3251,"coby-karl",2008,2010
"693","Darryl Watkins","Darryl","Watkins","darryl","watkins",NA,"3290/darryl-watkins",3290,"darryl-watkins",2008,2012
"694","Demetris Nichols","Demetris","Nichols","demetris","nichols",NA,"3223/demetris-nichols",3223,"demetris-nichols",2008,2009
"695","Dominic McGuire","Dominic","McGuire","dominic","mcguire",NA,"3246/dominic-mcguire",3246,"dominic-mcguire",2008,2013
"696","Josh McRoberts","Josh","McRoberts","josh","mcroberts",NA,"3220/josh-mcroberts",3220,"josh-mcroberts",2008,2018
"697","Keith Langford","Keith","Langford","keith","langford",NA,"2837/keith-langford",2837,"keith-langford",2008,2008
"698","Kosta Perovic","Kosta","Perovic","kosta","perovic",NA,"3021/kosta-perovic",3021,"kosta-perovic",2008,2008
"699","Kyrylo Fesenko","Kyrylo","Fesenko","kyrylo","fesenko",NA,"3205/kyrylo-fesenko",3205,"kyrylo-fesenko",2008,2012
"700","Lance Allred","Lance","Allred","lance","allred",NA,"3401/lance-allred",3401,"lance-allred",2008,2008
"701","Mario West","Mario","West","mario","west",NA,"3278/mario-west",3278,"mario-west",2008,2011
"702","Morris Almond","Morris","Almond","morris","almond",NA,"3188/morris-almond",3188,"morris-almond",2008,2012
"703","Taurean Green","Taurean","Green","taurean","green",NA,"3208/taurean-green",3208,"taurean-green",2008,2008
"704","Courtney Sims","Courtney","Sims","courtney","sims",NA,"3273/courtney-sims",3273,"courtney-sims",2008,2009
"705","Guillermo Diaz","Guillermo","Diaz","guillermo","diaz",NA,"2999/guillermo-diaz",2999,"guillermo-diaz",2008,2008
"706","O.J. Mayo","O.J.","Mayo","oj","mayo",NA,"3450/o.j.-mayo",3450,"o.j.-mayo",2009,2016
"707","Derrick Rose","Derrick","Rose","derrick","rose",NA,"3456/derrick-rose",3456,"derrick-rose",2009,2019
"708","Eric Gordon","Eric","Gordon","eric","gordon",NA,"3431/eric-gordon",3431,"eric-gordon",2009,2019
"709","Russell Westbrook","Russell","Westbrook","russell","westbrook",NA,"3468/russell-westbrook",3468,"russell-westbrook",2009,2019
"710","Brook Lopez","Brook","Lopez","brook","lopez",NA,"3448/brook-lopez",3448,"brook-lopez",2009,2019
"711","Marc Gasol","Marc","Gasol","marc","gasol",NA,"3206/marc-gasol",3206,"marc-gasol",2009,2019
"712","Michael Beasley","Michael","Beasley","michael","beasley",NA,"3418/michael-beasley",3418,"michael-beasley",2009,2019
"713","Anthony Morrow","Anthony","Morrow","anthony","morrow",NA,"3474/anthony-morrow",3474,"anthony-morrow",2009,2017
"714","D.J. Augustin","D.J.","Augustin","dj","augustin",NA,"3415/d.j.-augustin",3415,"d.j.-augustin",2009,2019
"715","Jason Thompson","Jason","Thompson","jason","thompson",NA,"3462/jason-thompson",3462,"jason-thompson",2009,2016
"716","Kevin Love","Kevin","Love","kevin","love",NA,"3449/kevin-love",3449,"kevin-love",2009,2019
"717","Mario Chalmers","Mario","Chalmers","mario","chalmers",NA,"3419/mario-chalmers",3419,"mario-chalmers",2009,2018
"718","Rudy Fernandez","Rudy","Fernandez","rudy","fernandez",NA,"3204/rudy-fernandez",3204,"rudy-fernandez",2009,2012
"719","Anthony Randolph","Anthony","Randolph","anthony","randolph",NA,"3455/anthony-randolph",3455,"anthony-randolph",2009,2014
"720","Brandon Rush","Brandon","Rush","brandon","rush",NA,"3457/brandon-rush",3457,"brandon-rush",2009,2017
"721","Courtney Lee","Courtney","Lee","courtney","lee",NA,"3445/courtney-lee",3445,"courtney-lee",2009,2019
"722","D.J. White","D.J.","White","dj","white",NA,"3469/d.j.-white",3469,"d.j.-white",2009,2014
"723","Greg Oden","Greg","Oden","greg","oden",NA,"3225/greg-oden",3225,"greg-oden",2009,2014
"724","Danilo Gallinari","Danilo","Gallinari","danilo","gallinari",NA,"3428/danilo-gallinari",3428,"danilo-gallinari",2009,2019
"725","JaVale McGee","JaVale","McGee","javale","mcgee",NA,"3452/javale-mcgee",3452,"javale-mcgee",2009,2019
"726","Luc Mbah a Moute","Luc","Mbah a Moute","luc","mbah a moute",NA,"3451/luc-mbah-a-moute",3451,"luc-mbah-a-moute",2009,2019
"727","Marreese Speights","Marreese","Speights","marreese","speights",NA,"3460/marreese-speights",3460,"marreese-speights",2009,2018
"728","Roy Hibbert","Roy","Hibbert","roy","hibbert",NA,"3436/roy-hibbert",3436,"roy-hibbert",2009,2017
"729","Ryan Anderson","Ryan","Anderson","ryan","anderson",NA,"3412/ryan-anderson",3412,"ryan-anderson",2009,2019
"730","Bobby Brown","Bobby","Brown","bobby","brown",NA,"3472/bobby-brown",3472,"bobby-brown",2009,2018
"731","Chris Douglas-Roberts","Chris","Douglas-Roberts","chris","douglas-roberts",NA,"3422/chris-douglas-roberts",3422,"chris-douglas-roberts",2009,2015
"732","Darrell Arthur","Darrell","Arthur","darrell","arthur",NA,"3413/darrell-arthur",3413,"darrell-arthur",2009,2018
"733","Dontell Jefferson","Dontell","Jefferson","dontell","jefferson",NA,"3255/dontell-jefferson",3255,"dontell-jefferson",2009,2009
"734","George Hill","George","Hill","george","hill",NA,"3438/george-hill",3438,"george-hill",2009,2019
"735","Joe Alexander","Joe","Alexander","joe","alexander",NA,"3411/joe-alexander",3411,"joe-alexander",2009,2010
"736","Kosta Koufos","Kosta","Koufos","kosta","koufos",NA,"3444/kosta-koufos",3444,"kosta-koufos",2009,2019
"737","Kyle Weaver","Kyle","Weaver","kyle","weaver",NA,"3466/kyle-weaver",3466,"kyle-weaver",2009,2011
"738","Mike Taylor","Mike","Taylor","mike","taylor",NA,"3461/mike-taylor",3461,"mike-taylor",2009,2009
"739","Nicolas Batum","Nicolas","Batum","nicolas","batum",NA,"3416/nicolas-batum",3416,"nicolas-batum",2009,2019
"740","Will Solomon","Will","Solomon","will","solomon",NA,"1023/will-solomon",1023,"will-solomon",2009,2009
"741","DeAndre Jordan","DeAndre","Jordan","deandre","jordan",NA,"3442/deandre-jordan",3442,"deandre-jordan",2009,2019
"742","DeMarcus Nelson","DeMarcus","Nelson","demarcus","nelson",NA,"3838/demarcus-nelson",3838,"demarcus-nelson",2009,2009
"743","Goran Dragic","Goran","Dragic","goran","dragic",NA,"3423/goran-dragic",3423,"goran-dragic",2009,2019
"744","Jerryd Bayless","Jerryd","Bayless","jerryd","bayless",NA,"3417/jerryd-bayless",3417,"jerryd-bayless",2009,2019
"745","JJ Hickson","JJ","Hickson","jj","hickson",NA,"3437/jj-hickson",3437,"jj-hickson",2009,2016
"746","Joe Crawford","Joe","Crawford","joe","crawford",NA,"3420/joe-crawford",3420,"joe-crawford",2009,2009
"747","Roko-Leni Ukic","Roko-Leni","Ukic","roko-leni","ukic",NA,"2790/roko-leni-ukic",2790,"roko-leni-ukic",2009,2010
"748","Donte Greene","Donte","Greene","donte","greene",NA,"3432/donte-greene",3432,"donte-greene",2009,2012
"749","Henry Walker","Henry","Walker","henry","walker",NA,"3464/henry-walker",3464,"henry-walker",2009,2015
"750","Malik Hairston","Malik","Hairston","malik","hairston",NA,"3433/malik-hairston",3433,"malik-hairston",2009,2010
"751","Rob Kurz","Rob","Kurz","rob","kurz",NA,"3837/rob-kurz",3837,"rob-kurz",2009,2009
"752","Robin Lopez","Robin","Lopez","robin","lopez",NA,"3447/robin-lopez",3447,"robin-lopez",2009,2019
"753","Alexis Ajinca","Alexis","Ajinca","alexis","ajinca",NA,"3410/alexis-ajinca",3410,"alexis-ajinca",2009,2017
"754","Anthony Tolliver","Anthony","Tolliver","anthony","tolliver",NA,"3276/anthony-tolliver",3276,"anthony-tolliver",2009,2019
"755","Cartier Martin","Cartier","Martin","cartier","martin",NA,"3930/cartier-martin",3930,"cartier-martin",2009,2015
"756","Hamed Haddadi","Hamed","Haddadi","hamed","haddadi",NA,"3478/hamed-haddadi",3478,"hamed-haddadi",2009,2013
"757","Sean Singletary","Sean","Singletary","sean","singletary",NA,"3459/sean-singletary",3459,"sean-singletary",2009,2009
"758","Darnell Jackson","Darnell","Jackson","darnell","jackson",NA,"3440/darnell-jackson",3440,"darnell-jackson",2009,2011
"759","J.R. Giddens","J.R.","Giddens","jr","giddens",NA,"3429/j.r.-giddens",3429,"j.r.-giddens",2009,2010
"760","Jawad Williams","Jawad","Williams","jawad","williams",NA,"2850/jawad-williams",2850,"jawad-williams",2009,2011
"761","Joey Dorsey","Joey","Dorsey","joey","dorsey",NA,"3421/joey-dorsey",3421,"joey-dorsey",2009,2015
"762","Othello Hunter","Othello","Hunter","othello","hunter",NA,"3475/othello-hunter",3475,"othello-hunter",2009,2010
"763","Sonny Weems","Sonny","Weems","sonny","weems",NA,"3467/sonny-weems",3467,"sonny-weems",2009,2016
"764","Steven Hill","Steven","Hill","steven","hill",NA,"3477/steven-hill",3477,"steven-hill",2009,2009
"765","Trey Johnson","Trey","Johnson","trey","johnson",NA,"3256/trey-johnson",3256,"trey-johnson",2009,2012
"766","Walter Sharpe","Walter","Sharpe","walter","sharpe",NA,"3458/walter-sharpe",3458,"walter-sharpe",2009,2009
"767","Nathan Jawai","Nathan","Jawai","nathan","jawai",NA,"3441/nathan-jawai",3441,"nathan-jawai",2009,2010
"768","Sun Yue","Sun","Yue","sun","yue",NA,"3245/sun-yue",3245,"sun-yue",2009,2009
"769","Tyreke Evans","Tyreke","Evans","tyreke","evans",NA,"3983/tyreke-evans",3983,"tyreke-evans",2010,2019
"770","Brandon Jennings","Brandon","Jennings","brandon","jennings",NA,"3997/brandon-jennings",3997,"brandon-jennings",2010,2018
"771","Marcus Thornton","Marcus","Thornton","marcus","thornton",NA,"4017/marcus-thornton",4017,"marcus-thornton",2010,2017
"772","Reggie Williams","Reggie","Williams","reggie","williams",NA,"4229/reggie-williams",4229,"reggie-williams",2010,2017
"773","Stephen Curry","Stephen","Curry","stephen","curry",NA,"3975/stephen-curry",3975,"stephen-curry",2010,2019
"774","Darren Collison","Darren","Collison","darren","collison",NA,"3973/darren-collison",3973,"darren-collison",2010,2019
"775","Jonny Flynn","Jonny","Flynn","jonny","flynn",NA,"3985/jonny-flynn",3985,"jonny-flynn",2010,2012
"776","James Harden","James","Harden","james","harden",NA,"3992/james-harden",3992,"james-harden",2010,2019
"777","Omri Casspi","Omri","Casspi","omri","casspi",NA,"3554/omri-casspi",3554,"omri-casspi",2010,2019
"778","Chase Budinger","Chase","Budinger","chase","budinger",NA,"3968/chase-budinger",3968,"chase-budinger",2010,2016
"779","DeMar DeRozan","DeMar","DeRozan","demar","derozan",NA,"3978/demar-derozan",3978,"demar-derozan",2010,2019
"780","Jonas Jerebko","Jonas","Jerebko","jonas","jerebko",NA,"3998/jonas-jerebko",3998,"jonas-jerebko",2010,2019
"781","Taj Gibson","Taj","Gibson","taj","gibson",NA,"3986/taj-gibson",3986,"taj-gibson",2010,2019
"782","Terrence Williams","Terrence","Williams","terrence","williams",NA,"4019/terrence-williams",4019,"terrence-williams",2010,2013
"783","Toney Douglas","Toney","Douglas","toney","douglas",NA,"3979/toney-douglas",3979,"toney-douglas",2010,2017
"784","Ty Lawson","Ty","Lawson","ty","lawson",NA,"4000/ty-lawson",4000,"ty-lawson",2010,2017
"785","Tyler Hansbrough","Tyler","Hansbrough","tyler","hansbrough",NA,"3991/tyler-hansbrough",3991,"tyler-hansbrough",2010,2016
"786","Wesley Matthews","Wesley","Matthews","wesley","matthews",NA,"4032/wesley-matthews",4032,"wesley-matthews",2010,2019
"787","A.J. Price","A.J.","Price","aj","price",NA,"4010/a.j.-price",4010,"a.j.-price",2010,2015
"788","Alonzo Gee","Alonzo","Gee","alonzo","gee",NA,"4232/alonzo-gee",4232,"alonzo-gee",2010,2017
"789","DeJuan Blair","DeJuan","Blair","dejuan","blair",NA,"3965/dejuan-blair",3965,"dejuan-blair",2010,2016
"790","Jrue Holiday","Jrue","Holiday","jrue","holiday",NA,"3995/jrue-holiday",3995,"jrue-holiday",2010,2019
"791","Rodrigue Beaubois","Rodrigue","Beaubois","rodrigue","beaubois",NA,"3963/rodrigue-beaubois",3963,"rodrigue-beaubois",2010,2013
"792","Sam Young","Sam","Young","sam","young",NA,"4020/sam-young",4020,"sam-young",2010,2013
"793","David Andersen","David","Andersen","david","andersen",NA,"4205/david-andersen",4205,"david-andersen",2010,2011
"794","Oliver Lafayette","Oliver","Lafayette","oliver","lafayette",NA,"4236/oliver-lafayette",4236,"oliver-lafayette",2010,2010
"795","Serge Ibaka","Serge","Ibaka","serge","ibaka",NA,"3439/serge-ibaka",3439,"serge-ibaka",2010,2019
"796","Wayne Ellington","Wayne","Ellington","wayne","ellington",NA,"3981/wayne-ellington",3981,"wayne-ellington",2010,2019
"797","Austin Daye","Austin","Daye","austin","daye",NA,"3976/austin-daye",3976,"austin-daye",2010,2015
"798","Chris Hunter","Chris","Hunter","chris","hunter",NA,"3962/chris-hunter",3962,"chris-hunter",2010,2010
"799","Eric Maynor","Eric","Maynor","eric","maynor",NA,"4001/eric-maynor",4001,"eric-maynor",2010,2014
"800","Garrett Temple","Garrett","Temple","garrett","temple",NA,"4023/garrett-temple",4023,"garrett-temple",2010,2019
"801","Jodie Meeks","Jodie","Meeks","jodie","meeks",NA,"4003/jodie-meeks",4003,"jodie-meeks",2010,2019
"802","Jordan Hill","Jordan","Hill","jordan","hill",NA,"3994/jordan-hill",3994,"jordan-hill",2010,2017
"803","Dante Cunningham","Dante","Cunningham","dante","cunningham",NA,"3974/dante-cunningham",3974,"dante-cunningham",2010,2019
"804","Derrick Brown","Derrick","Brown","derrick","brown",NA,"3967/derrick-brown",3967,"derrick-brown",2010,2012
"805","Hasheem Thabeet","Hasheem","Thabeet","hasheem","thabeet",NA,"4016/hasheem-thabeet",4016,"hasheem-thabeet",2010,2014
"806","James Johnson","James","Johnson","james","johnson",NA,"3999/james-johnson",3999,"james-johnson",2010,2019
"807","Jeff Teague","Jeff","Teague","jeff","teague",NA,"4015/jeff-teague",4015,"jeff-teague",2010,2019
"808","Jermaine Taylor","Jermaine","Taylor","jermaine","taylor",NA,"4014/jermaine-taylor",4014,"jermaine-taylor",2010,2011
"809","Sundiata Gaines","Sundiata","Gaines","sundiata","gaines",NA,"4224/sundiata-gaines",4224,"sundiata-gaines",2010,2012
"810","DaJuan Summers","DaJuan","Summers","dajuan","summers",NA,"4012/dajuan-summers",4012,"dajuan-summers",2010,2013
