player_name,bbref_link,bbref_id,sportsref_id,first_year,last_year
Walt Lemon,l/lemonwa01,lemonwa01,walt-lemon--1,2018,2019
Walter Herrmann,h/herrmwa01,herrmwa01,,2007,2009
Walter McCarty,m/mccarwa01,mccarwa01,walter-mccarty-1,2005,2006
Walter Sharpe,s/sharpwa01,sharpwa01,walter-sharpe-1,2009,2009
Wang Zhizhi,z/zhizhwa01,zhizhwa01,,2005,2005
Wayne Ellington,e/ellinwa01,ellinwa01,wayne-ellington-1,2010,2019
Wayne Selden,s/seldewa01,seldewa01,wayne-selden-1,2017,2019
Wayne Simien,s/simiewa01,simiewa01,wayne-simien-1,2006,2007
Wendell Carter,c/cartewe01,cartewe01,wendell-carterjr-1,2019,2019
Wesley Iwundu,i/iwundwe01,iwundwe01,wesley-iwundu-1,2018,2019
Wesley Johnson,j/johnswe01,johnswe01,wes-johnson-1,2011,2019
Wesley Matthews,m/matthwe02,matthwe02,wesley-matthews-1,2010,2019
Wesley Person,p/persowe01,persowe01,wesley-person-1,2005,2005
Will Barton,b/bartowi01,bartowi01,will-barton-1,2013,2019
Will Blalock,b/blalowi01,blalowi01,will-blalock-1,2007,2007
Will Bynum,b/bynumwi01,bynumwi01,will-bynum-1,2006,2015
Will Cherry,c/cherrwi01,cherrwi01,will-cherry-1,2015,2015
Will Conroy,c/conrowi01,conrowi01,will-conroy-1,2007,2013
Will Solomon,s/solomwi01,solomwi01,will-solomon-1,2009,2009
Willie Cauley-Stein,c/caulewi01,caulewi01,willie-cauley-stein-1,2016,2019
Willie Green,g/greenwi01,greenwi01,willie-green-1,2005,2015
Willie Reed,r/reedwi02,reedwi02,willie-reed-1,2016,2018
Willie Warren,w/warrewi01,warrewi01,willie-warren-1,2011,2011
Willy Hernangomez,h/hernawi01,hernawi01,,2017,2019
Wilson Chandler,c/chandwi01,chandwi01,wilson-chandler-1,2008,2019
Xavier Henry,h/henryxa01,henryxa01,xavier-henry-1,2011,2015
Xavier Munford,m/munfoxa02,munfoxa02,xavier-munford-1,2016,2018
Xavier Rathan-Mayes,r/rathaxa01,rathaxa01,xavier-rathan-mayes-1,2018,2018
Xavier Silas,s/silasxa01,silasxa01,xavier-silas-1,2012,2018
Yakhouba Diawara,d/diawaya01,diawaya01,yakhouba-diawara-1,2007,2010
Yante Maten,m/matenya01,matenya01,yante-maten-1,2019,2019
Yao Ming,m/mingya01,mingya01,,2005,2011
Yaroslav Korolev,k/korolya01,korolya01,,2006,2007
Yi Jianlian,j/jianlyi01,jianlyi01,,2008,2012
Yogi Ferrell,f/ferreyo01,ferreyo01,kevin-ferrell-1,2017,2019
Yuta Tabuse,t/tabusyu01,tabusyu01,,2005,2005
Yuta Watanabe,w/watanyu01,watanyu01,yuta-watanabe-1,2019,2019
Zabian Dowdell,d/dowdeza01,dowdeza01,zabian-dowdell-1,2011,2011
Zach Collins,c/colliza01,colliza01,zach-collins-1,2018,2019
Zach LaVine,l/lavinza01,lavinza01,zach-lavine-1,2015,2019
Zach Lofton,l/loftoza01,loftoza01,zach-lofton-1,2019,2019
Zach Randolph,r/randoza01,randoza01,zach-randolph-1,2005,2018
Zarko Cabarkapa,c/cabarza01,cabarza01,,2005,2006
Zaza Pachulia,p/pachuza01,pachuza01,,2005,2019
Zeljko Rebraca,r/rebraze01,rebraze01,,2005,2006
Zendon Hamilton,h/hamilze01,hamilze01,zendon-hamilton-1,2005,2006
Zhaire Smith,s/smithzh01,smithzh01,zhaire-smith-1,2019,2019
Zhou Qi,q/qizh01,qizh01,,2018,2019
Zoran Dragic,d/dragizo01,dragizo01,,2015,2015
Zoran Planinic,p/planizo01,planizo01,,2005,2006
Zydrunas Ilgauskas,i/ilgauzy01,ilgauzy01,,2005,2011
